Series_reference,Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1
CPIQ.SE908100,2002.09,613.223807,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2002.12,613.223807,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2003.03,613.223807,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2003.06,613.223807,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2003.09,613.223807,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2003.12,613.223807,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2004.03,613.223807,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2004.06,654.825774,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2004.09,654.825774,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2004.12,654.825774,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2005.03,654.825774,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2005.06,654.825774,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2005.09,654.825774,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2005.12,654.825774,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2006.03,664.010624,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2006.06,664.010624,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2006.09,664.010624,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2006.12,673.306773,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2007.03,674.634794,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2007.06,682.602922,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2007.09,696.547145,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2007.12,696.547145,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2008.03,696.547145,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2008.06,738.379814,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2008.09,738.379814,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2008.12,738.379814,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2009.03,738.379814,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2009.06,738.379814,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2009.09,738.379814,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2009.12,765.60425,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2010.03,765.60425,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2010.06,765.60425,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2010.09,765.60425,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2010.12,824.037185,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2011.03,829.34927,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2011.06,829.34927,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2011.09,833.333333,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2011.12,835.325365,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2012.03,839.309429,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2012.06,842.629482,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2012.09,874.501992,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2012.12,877.158035,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2013.03,879.150066,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2013.06,882.47012,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2013.09,887.782205,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2013.12,889.774236,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2014.03,887.782205,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2014.06,888.446215,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2014.09,921.646746,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2014.12,922.310757,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2015.03,925.63081,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2015.06,925.63081,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2015.09,952.191235,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2015.12,954.847278,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2016.03,954.183267,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2016.06,954.847278,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2016.09,998.007968,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2016.12,996.679947,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2017.03,1005.312085,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2017.09,1011.952191,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2017.12,1006,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2018.03,1014,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2018.06,1013,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2018.09,1066,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2018.12,1073,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE908100,2019.03,1083,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Postal services
CPIQ.SE9082,1999.06,27056.27706,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,1999.09,27245.671,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,1999.12,27976.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2000.03,26379.870131,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2000.06,26244.58875,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2000.09,24945.88744,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2000.12,24025.974024,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2001.03,24215.367964,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2001.06,24675.324679,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2001.09,24404.761905,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2001.12,25487.012988,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2002.03,25757.575762,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2002.06,26461.038964,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2002.09,26461.038964,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2002.12,26244.58875,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2003.03,25568.181821,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2003.06,24242.424238,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2003.09,23295.454548,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2003.12,23160.173155,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2004.03,22321.428571,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2004.06,20860.389607,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2004.09,20102.813857,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2004.12,18912.337667,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2005.03,17180.735929,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2005.06,16287.878786,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2005.09,13852.813857,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2005.12,12716.450214,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2006.03,12256.493512,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2006.06,11904.761905,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2006.09,11452.380952,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2006.12,10928.571429,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2007.03,10250,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2007.06,9559.52381,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2007.09,8892.857143,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2007.12,8369.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2008.03,7857.142857,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2008.06,7547.619048,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2008.09,7333.333333,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2008.12,6821.428571,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2009.03,6761.904762,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2009.06,6726.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2009.09,6666.666667,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2009.12,6345.238095,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2010.03,5976.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2010.06,5726.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2010.09,5452.380952,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2010.12,5119.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2011.03,4845.238095,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2011.06,4535.714286,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2011.09,4119.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2011.12,3773.809524,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2012.03,3404.761905,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2012.06,3273.809524,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2012.09,3119.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2012.12,2833.333333,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2013.03,2642.857143,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2013.06,2523.809524,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2013.09,2345.238095,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2013.12,2214.285714,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2014.03,2083.333333,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2014.06,1904.761905,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2014.09,1761.904762,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2014.12,1547.619048,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2015.03,1511.904762,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2015.06,1535.714286,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2015.09,1511.904762,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2015.12,1416.666667,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2016.03,1369.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2016.06,1309.52381,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2016.09,1285.714286,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2016.12,1154.761905,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2017.03,1142.857143,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2017.06,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2017.09,1000,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2017.12,1021,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2018.03,1004,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2018.06,912,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2018.09,834,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2018.12,803,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE9082,2019.03,773,FINAL,Index,Consumers Price Index - CPI,CPI Level 2 Subgroups for New Zealand,Telecommunication equipment
CPIQ.SE908200,1999.06,27056.27706,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,1999.09,27245.671,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,1999.12,27976.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2000.03,26379.870131,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2000.06,26244.58875,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2000.09,24945.88744,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2000.12,24025.974024,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2001.03,24215.367964,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2001.06,24675.324679,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2001.09,24404.761905,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2001.12,25487.012988,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2002.03,25757.575762,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2002.06,26461.038964,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2002.09,26461.038964,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2002.12,26244.58875,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2003.03,25568.181821,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2003.06,24242.424238,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2003.09,23295.454548,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2003.12,23160.173155,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2004.03,22321.428571,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2004.06,20860.389607,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2004.09,20102.813857,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2004.12,18912.337667,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2005.03,17180.735929,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2005.06,16287.878786,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2005.09,13852.813857,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2005.12,12716.450214,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2006.03,12256.493512,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2006.06,11904.761905,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2006.09,11452.380952,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2006.12,10928.571429,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2007.03,10250,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2007.06,9559.52381,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2007.09,8892.857143,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2007.12,8369.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2008.03,7857.142857,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2008.06,7547.619048,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2008.09,7333.333333,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2008.12,6821.428571,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2009.03,6761.904762,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2009.06,6726.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2009.09,6666.666667,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2009.12,6345.238095,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2010.03,5976.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2010.06,5726.190476,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2010.09,5452.380952,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2010.12,5119.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2011.03,4845.238095,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2011.06,4535.714286,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2011.09,4119.047619,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2011.12,3773.809524,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2012.03,3404.761905,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
CPIQ.SE908200,2012.06,3273.809524,FINAL,Index,Consumers Price Index - CPI,CPI Level 3 Classes for New Zealand,Telecommunication equipment
